epoch,grad_norm,learning_rate,loss
1.96,5.439155578613281,2.706236014686406e-05,0.5162
2.0,4.941493511199951,2.6254490619547938e-05,0.4972
2.04,2.7932562828063965,2.544530530480581e-05,0.3288
2.08,9.671989440917969,2.463565292629162e-05,0.2772
2.12,12.685504913330078,2.382638269754468e-05,0.2856
2.16,9.159436225891113,2.301834343128199e-05,0.3079
2.2,10.676896095275879,2.22123826491109e-05,0.3217
2.24,13.07924747467041,2.1409345692595942e-05,0.2755
2.28,14.359016418457031,2.061007483661229e-05,0.2709
2.32,7.432217121124268,1.9815408405915748e-05,0.2485
2.36,4.486471176147461,1.9026179895855815e-05,0.2482
2.4,27.555376052856445,1.8243217098154146e-05,0.2934
2.44,3.9497873783111572,1.7467341232665412e-05,0.2329
2.48,9.020686149597168,1.669936608603101e-05,0.2061
2.52,11.51866340637207,1.5940097158129262e-05,0.3184
2.56,15.190239906311035,1.5190330817217335e-05,0.2332
2.6,6.057370185852051,1.4450853464650832e-05,0.2355
2.64,11.671518325805664,1.3722440710057383e-05,0.268
2.68,4.758174896240234,1.3005856557829328e-05,0.2103
2.72,12.94216537475586,1.230185260578848e-05,0.2964
2.76,10.987361907958984,1.1611167256863903e-05,0.2522
2.8,8.572428703308105,1.093452494460919e-05,0.2258
2.84,10.802128791809082,1.0272635373371638e-05,0.2286
2.88,15.782478332519531,9.626192773910476e-06,0.2818
2.92,7.671565055847168,8.995875175244606e-06,0.259
2.96,3.0145821571350098,8.382343693493825e-06,0.2621
3.0,12.405378341674805,7.786241838459299e-06,0.192
3.04,13.249072074890137,7.208194838670634e-06,0.0935
3.08,4.948573589324951,6.64880898560751e-06,0.109
3.12,0.9551921486854553,6.108670997783619e-06,0.0532
3.16,22.022308349609375,5.588347405359976e-06,0.13
3.2,17.10020637512207,5.0883839559330125e-06,0.1665
3.24,21.986591339111328,4.609305042120709e-06,0.1134
3.28,14.028337478637695,4.15161315154716e-06,0.0812
3.32,10.164629936218262,3.715788339802423e-06,0.0809
3.36,7.227189540863037,3.3022877269305308e-06,0.1244
3.4,0.3948950469493866,2.911545017973652e-06,0.1076
3.44,1.1542946100234985,2.543970048075428e-06,0.1466
3.48,7.976635456085205,2.1999483526204677e-06,0.1088
3.52,7.547779560089111,1.8798407628609987e-06,0.0809
3.56,14.037810325622559,1.5839830274546885e-06,0.0702
3.6,21.1973934173584,1.3126854603106836e-06,0.1385
3.64,11.221327781677246,1.0662326151131525e-06,0.0977
3.68,2.338021755218506,8.44882986863782e-07,0.0923
3.72,19.580541610717773,6.488687407562088e-07,0.1021
3.76,1.3943629264831543,4.783954686667897e-07,0.0665
3.8,10.405768394470215,3.3364197351711533e-07,0.0744
3.84,7.0802717208862305,2.1476008173444139e-07,0.1431
3.88,4.215769290924072,1.218744840067232e-07,0.1559
3.92,2.06923770904541,5.508260449930969e-08,0.1173
3.96,21.058595657348633,1.4454498670443684e-08,0.1045
4.0,14.919720649719238,3.277979276627985e-11,0.0651
