epoch,grad_norm,learning_rate,loss
0.04,6.353867530822754,1.5833333333333333e-05,0.729
0.08,4.192636966705322,3.2500000000000004e-05,0.673
0.12,4.473876953125,4.9166666666666665e-05,0.6466
0.16,4.38107442855835,4.998816742574214e-05,0.6574
0.2,5.305428504943848,4.995015849428921e-05,0.6563
0.24,5.419952869415283,4.988598029196885e-05,0.5943
0.28,4.758711338043213,4.979570013285286e-05,0.6325
0.32,2.823507785797119,4.967941270836127e-05,0.6207
0.36,3.4482290744781494,4.953723998794413e-05,0.6351
0.4,2.9833967685699463,4.936933109115238e-05,0.6004
0.44,2.261026382446289,4.917586213123203e-05,0.6237
0.48,2.7526814937591553,4.895703603040572e-05,0.6219
0.52,3.436286211013794,4.871308230703529e-05,0.639
0.56,2.357163429260254,4.844425683488874e-05,0.5883
0.6,3.571228504180908,4.815084157476395e-05,0.604
0.64,5.065928936004639,4.78331442787508e-05,0.5618
0.68,3.5776944160461426,4.749149816744164e-05,0.5379
0.72,2.5738532543182373,4.712626158042898e-05,0.6025
0.76,2.5406525135040283,4.673781760045669e-05,0.5719
0.8,3.04329252243042,4.6326573651619144e-05,0.5844
0.84,5.740357875823975,4.589296107202957e-05,0.5293
0.88,2.9487366676330566,4.543743466140595e-05,0.6222
0.92,3.7936136722564697,4.496047220404891e-05,0.5835
0.96,3.103785514831543,4.4462573967711984e-05,0.5779
1.0,3.3907132148742676,4.39442621788898e-05,0.5263
1.04,2.5145692825317383,4.3406080475074654e-05,0.4863
1.08,3.0273797512054443,4.284859333455575e-05,0.5112
1.12,4.212077617645264,4.227238548435954e-05,0.481
1.16,3.4258389472961426,4.167806128695173e-05,0.4636
1.2,4.437264442443848,4.106624410634456e-05,0.4427
1.24,4.36345100402832,4.043757565427404e-05,0.5496
1.28,5.306530952453613,3.97927153171329e-05,0.4395
1.32,5.58320951461792,3.9132339464365374e-05,0.5203
1.36,3.9266791343688965,3.845714073904905e-05,0.5572
1.4,4.498916149139404,3.7767827331407876e-05,0.4308
1.44,4.974700450897217,3.706512223601849e-05,0.4862
1.48,3.677755355834961,3.634976249348867e-05,0.4687
1.52,3.0208780765533447,3.5622498417403573e-05,0.5149
1.56,3.7968945503234863,3.488409280735037e-05,0.4813
1.6,4.029318332672119,3.41353201488468e-05,0.4656
1.64,3.559509038925171,3.337696580101286e-05,0.4935
1.68,3.881147623062134,3.2609825172837496e-05,0.4655
1.72,4.511570453643799,3.183470288890442e-05,0.4398
1.76,6.402797222137451,3.1052411945452034e-05,0.4648
1.8,5.577719688415527,3.0263772857652677e-05,0.4554
1.84,4.456571102142334,2.9469612799005457e-05,0.4503
1.88,7.536713123321533,2.8670764733745507e-05,0.4364
1.92,6.488243579864502,2.786806654317955e-05,0.4896
1.96,4.051375389099121,2.706236014686406e-05,0.5315
2.0,4.583325386047363,2.6254490619547938e-05,0.4482
2.04,3.958552598953247,2.544530530480581e-05,0.2985
2.08,7.089256763458252,2.463565292629162e-05,0.2219
2.12,10.001221656799316,2.382638269754468e-05,0.4025
2.16,4.805979251861572,2.301834343128199e-05,0.29
2.2,6.469092845916748,2.22123826491109e-05,0.2778
2.24,6.234473705291748,2.1409345692595942e-05,0.2594
2.28,11.276826858520508,2.061007483661229e-05,0.3004
2.32,8.291682243347168,1.9815408405915748e-05,0.2704
2.36,7.122527599334717,1.9026179895855815e-05,0.3405
2.4,9.514816284179688,1.8243217098154146e-05,0.2375
2.44,8.670992851257324,1.7467341232665412e-05,0.2368
2.48,6.070745944976807,1.669936608603101e-05,0.2739
2.52,4.504586696624756,1.5940097158129262e-05,0.2368
2.56,5.224015235900879,1.5190330817217335e-05,0.2686
2.6,8.003960609436035,1.4450853464650832e-05,0.2541
2.64,12.429403305053711,1.3722440710057383e-05,0.2356
2.68,16.30089569091797,1.3005856557829328e-05,0.275
2.72,7.303272247314453,1.230185260578848e-05,0.2281
2.76,8.743441581726074,1.1611167256863903e-05,0.2735
2.8,13.209620475769043,1.093452494460919e-05,0.2931
2.84,9.732540130615234,1.0272635373371638e-05,0.2263
2.88,5.6433258056640625,9.626192773910476e-06,0.2527
2.92,11.373466491699219,8.995875175244606e-06,0.2324
2.96,9.52840518951416,8.382343693493825e-06,0.2763
3.0,13.8430757522583,7.786241838459299e-06,0.2709
3.04,2.48968505859375,7.208194838670634e-06,0.1166
3.08,6.43215799331665,6.64880898560751e-06,0.1062
3.12,9.179412841796875,6.108670997783619e-06,0.1006
3.16,3.853179693222046,5.588347405359976e-06,0.1414
3.2,14.06875228881836,5.0883839559330125e-06,0.178
3.24,3.127129316329956,4.609305042120709e-06,0.1178
3.28,14.502758026123047,4.15161315154716e-06,0.1045
3.32,2.5019516944885254,3.715788339802423e-06,0.1183
3.36,7.402876853942871,3.3022877269305308e-06,0.0954
3.4,15.651638984680176,2.911545017973652e-06,0.1026
3.44,0.8901234865188599,2.543970048075428e-06,0.108
3.48,7.383697986602783,2.1999483526204677e-06,0.0672
3.52,13.632096290588379,1.8798407628609987e-06,0.0965
3.56,21.391403198242188,1.5839830274546885e-06,0.1217
3.6,1.0107653141021729,1.3126854603106836e-06,0.0844
3.64,16.52057647705078,1.0662326151131525e-06,0.0971
3.68,0.2416132390499115,8.44882986863782e-07,0.0816
3.72,11.519014358520508,6.488687407562088e-07,0.1172
3.76,1.3298615217208862,4.783954686667897e-07,0.1019
3.8,3.2687034606933594,3.3364197351711533e-07,0.0643
3.84,5.612578392028809,2.1476008173444139e-07,0.0971
3.88,2.1079695224761963,1.218744840067232e-07,0.1078
3.92,12.59401798248291,5.508260449930969e-08,0.113
3.96,3.5685648918151855,1.4454498670443684e-08,0.0913
4.0,1.0121922492980957,3.277979276627985e-11,0.0767
